fifa_id,name,squad_id,team,position,price,status,total_points,avg_points,matches_played,percent_selected,round_1_points,round_2_points,round_3_points,round_4_points,next_fixture,betano_matched_name,betano_match_score,anytime_scorer_odd,anytime_scorer_prob,first_scorer_odd,first_scorer_prob,last_scorer_odd,match_home,match_away,is_home,opponent,match_home_win_odd,match_draw_odd,match_away_win_odd,match_btts_prob,match_over_25_odd,match_over_25_prob,match_over_35_odd,team_over_05_odd,team_over_15_odd,team_score_prob,team_score_2_prob,team_cs_prob,team_qualify_odd,team_win2_odd,opp_over_05_odd,opp_score_prob,opp_cs_prob,stat_GS,stat_AS,stat_CS,stat_GC,stat_MP,stat_YC,stat_RC,stat_ST,stat_SB,stat_CC,stat_PS,stat_T,stat_S,stat_SXI,stat_OG,stat_PC,stat_PW,stat_FK,fbref_MP,fbref_Starts,fbref_Min,fbref_90s,fbref_Gls,fbref_Ast,fbref_G+A,fbref_G-PK,fbref_TklW,fbref_Int,fbref_GA,fbref_Saves,fbref_CS,fbref_PKA,fbref_PKsv,fbref_CrdY,fbref_CrdR,fbref_PK,fbref_PKatt,fbref_SoTA,fbref_PKm,fbref_Sh,fbref_SoT,fbref_Fls,fbref_Fld,fbref_Off,fbref_Crs,fbref_OG,fbref_2CrdY,fbref_Save%,fbref_CS%,fbref_GA90,fbref_SoT%,fbref_Sh/90,fbref_SoT/90,fbref_G/Sh,fbref_G/SoT,fbref_Pos,fbref_Squad,fbref_Comp,fbref_Age,fbref_fbref_multi_club,fbref_matched_player,fbref_match_dist
162,Amir Hadziahmetovic,6,Bosnia and Herzegovina,MID,5.5,playing,4,4.0,1,0.0,,4.0,,,76.0,Amir Hadziahmetovic,100.0,14.0,0.0714,37.0,0.027,40.0,USA,Bosnia and Herzegovina,False,USA,1.36,5.1,8.75,0.4648,1.65,0.5352,2.52,1.75,4.15,0.5139,0.241,,3.85,7.3,,,0.4861,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Gabriel Magalhães,7,Brazil,DEF,5.5,playing,21,5.3,4,18.1,2.0,7.0,7.0,5.0,,Gabriel Magalhães,100.0,9.25,0.1081,22.0,0.0455,23.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,1.0,2.0,2.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32,30,2751,30.6,3,4,7,3,20,22,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,27,7,21,34,0,6,0,0,,,,25.9,0.88,0.23,0.11,0.43,DF,Arsenal,eng Premier League,27.0,False,Gabriel Magalhães,0
165,Marquinhos,7,Brazil,DEF,5.2,playing,18,4.5,4,7.7,2.0,7.0,7.0,2.0,,Marquinhos,100.0,14.5,0.069,37.0,0.027,37.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,2.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,11,1052,11.7,0,0,0,0,9,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,8,2,0,3,1,0,,,,0.0,0.26,0.0,0.0,,DF,Paris Saint-Germain,fr Ligue 1,31.0,False,Marquinhos,0
166,Ibañez,7,Brazil,DEF,4.4,playing,0,0.0,1,0.2,0.0,,,,,Roger Ibañez,100.0,7.8,0.1282,18.5,0.0541,19.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Danilo,7,Brazil,DEF,4.3,playing,19,4.8,4,1.4,1.0,9.0,8.0,1.0,,Danilo,100.0,9.25,0.1081,22.0,0.0455,23.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,3.0,1.0,315.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Douglas Santos,7,Brazil,DEF,4.3,playing,21,5.3,4,3.2,2.0,8.0,9.0,2.0,,Douglas Santos,100.0,9.75,0.1026,24.0,0.0417,24.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,2.0,2.0,352.0,1.0,0.0,0.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Bremer,7,Brazil,DEF,4.3,playing,0,0.0,0,0.3,,,,,,Bremer,100.0,7.8,0.1282,18.5,0.0541,19.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Léo Pereira,7,Brazil,DEF,4.2,playing,0,0.0,0,0.1,,,,,,Leo Pereira,100.0,9.25,0.1081,22.0,0.0455,23.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Vinícius Júnior,7,Brazil,MID,10.0,playing,37,9.3,4,42.5,8.0,12.0,15.0,2.0,,Vinícius Júnior,100.0,2.3,0.4348,4.6,0.2174,4.6,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,4.0,1.0,2.0,2.0,351.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36,32,2815,31.3,16,5,21,12,15,2,0.0,0.0,0.0,0.0,0.0,8,0,4,5,0.0,0.0,100,46,38,81,13,63,0,0,,,,46.0,3.2,1.47,0.12,0.26,"FW,MF",Real Madrid,es La Liga,25.0,False,Vinicius Júnior,0
174,Matheus Cunha,7,Brazil,FWD,7.3,playing,28,7.0,4,4.9,1.0,15.0,10.0,2.0,,Matheus Cunha,100.0,2.6,0.3846,5.4,0.1852,5.4,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,3.0,0.0,3.0,1.0,235.0,0.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,33,29,2494,27.7,10,2,12,10,23,21,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,90,35,28,54,2,49,0,0,,,,38.9,3.25,1.26,0.11,0.29,"MF,FW",Manchester Utd,eng Premier League,26.0,False,Matheus Cunha,0
176,Gabriel Martinelli,7,Brazil,MID,6.5,playing,11,3.7,3,0.5,,1.0,1.0,9.0,,Gabriel Martinelli,100.0,3.9,0.2564,8.75,0.1143,8.75,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,1.0,0.0,3.0,0.0,74.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,11,1081,12.0,1,4,5,1,8,1,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,29,13,10,14,5,37,0,0,,,,44.8,2.41,1.08,0.03,0.08,"FW,MF",Arsenal,eng Premier League,24.0,False,Gabriel Martinelli,0
177,Luiz Henrique,7,Brazil,FWD,6.1,playing,1,1.0,1,0.2,1.0,,,,,Luiz Henrique,100.0,3.35,0.2985,7.3,0.137,7.3,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,18,1624,18.0,1,2,3,1,16,7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,15,7,5,0,1,39,0,0,,,,46.7,0.83,0.39,0.07,0.14,MF,Inter,it Serie A,23.0,False,Luis Henrique,1
178,Igor Thiago,7,Brazil,FWD,5.9,playing,2,2.0,1,1.2,2.0,,,,,Igor Thiago,100.0,2.77,0.361,5.9,0.1695,5.9,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,1.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38,37,3282,36.5,22,1,23,14,21,12,0.0,0.0,0.0,0.0,0.0,7,0,8,9,0.0,0.0,84,43,74,26,24,19,0,0,,,,51.2,2.3,1.18,0.17,0.33,FW,Brentford,eng Premier League,24.0,False,Igor Thiago,0
179,Rayan,7,Brazil,FWD,5.6,playing,10,3.3,3,0.2,,1.0,7.0,2.0,,Rayan Vitor,100.0,3.35,0.2985,7.3,0.137,7.3,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,1.0,2.0,1.0,222.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,1111,12.3,5,2,7,5,6,8,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,28,8,9,6,1,24,0,0,,,,28.6,2.27,0.65,0.18,0.63,MF,Bournemouth,eng Premier League,18.0,False,Rayan,0
181,Endrick,7,Brazil,FWD,5.5,playing,3,1.0,3,1.9,,1.0,1.0,1.0,,Endrick,100.0,2.6,0.3846,5.4,0.1852,5.4,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,3.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17,14,1227,13.6,5,7,12,4,9,2,0.0,0.0,0.0,0.0,0.0,4,2,1,1,0.0,0.0,50,26,21,22,4,52,0,0,,,,52.0,0.0,0.0,0.08,0.15,FW,Real Madrid / Lyon,es La Liga,19.0,False,Endrick,0
182,Ederson,7,Brazil,GK,5.0,playing,0,0.0,0,2.4,,,,,,Éderson,100.0,5.0,0.2,11.5,0.087,11.75,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,26,2230,24.8,2,1,3,1,35,28,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.0,0.0,35,11,34,40,2,12,0,0,,,,31.4,1.41,0.44,0.03,0.09,MF,Atalanta,it Serie A,26.0,True,Éderson,0
183,Alisson Becker,7,Brazil,GK,5.0,playing,20,5.0,4,7.7,2.0,8.0,8.0,2.0,,,,150.0,0.0067,,,,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,2.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Fabinho,7,Brazil,MID,5.2,playing,2,0.7,3,0.3,1.0,,0.0,1.0,,Fabinho,100.0,7.8,0.1282,18.5,0.0541,19.0,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,3.0,0.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Danilo dos Santos,7,Brazil,MID,5.6,playing,3,1.0,3,0.2,1.0,1.0,,1.0,,Danilo dos Santos,100.0,5.0,0.2,11.5,0.087,11.75,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,0.0,3.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Casemiro,7,Brazil,MID,6.3,playing,20,5.0,4,1.6,0.0,7.0,4.0,9.0,,Casemiro,100.0,6.8,0.1471,16.0,0.0625,16.5,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,1.0,0.0,2.0,2.0,289.0,2.0,0.0,2.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,34,33,2571,28.6,9,2,11,9,45,30,0.0,0.0,0.0,0.0,0.0,11,1,0,0,0.0,0.0,52,18,46,36,5,19,0,1,,,,34.6,1.82,0.63,0.17,0.5,MF,Manchester Utd,eng Premier League,33.0,False,Casemiro,0
190,Lucas Paquetá,7,Brazil,MID,6.5,playing,16,4.0,4,0.8,3.0,8.0,4.0,1.0,,Lucas Paquetá,100.0,3.9,0.2564,8.75,0.1143,8.75,Brazil,Norway,True,Norway,1.91,3.55,4.1,0.5184,1.82,0.4859,2.85,1.2,1.87,0.7526,0.5348,0.3766,1.42,1.78,1.45,0.6234,0.2474,0.0,1.0,2.0,2.0,236.0,0.0,0.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,1511,16.8,4,1,5,2,22,7,0.0,0.0,0.0,0.0,0.0,7,1,2,2,0.0,0.0,23,11,27,30,5,36,0,1,,,,47.8,1.37,0.66,0.09,0.18,"MF,FW",West Ham United,eng Premier League,27.0,False,Lucas Paquetá,0
195,João Paulo,8,Cabo Verde,MID,4.6,playing,4,2.0,2,0.1,1.0,,3.0,,80.0,Joao Paulo,100.0,13.5,0.0741,37.0,0.027,40.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Yannick Semedo,8,Cabo Verde,MID,4.7,playing,1,1.0,1,0.0,,1.0,,,80.0,Yannick Semedo,100.0,14.5,0.069,40.0,0.025,45.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Kevin Pina,8,Cabo Verde,MID,4.7,playing,17,5.7,3,0.1,3.0,11.0,3.0,,80.0,Kevin Pina,100.0,13.5,0.0741,37.0,0.027,40.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,1.0,0.0,2.0,2.0,251.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Steven Moreira,8,Cabo Verde,DEF,3.9,playing,11,3.7,3,0.1,9.0,1.0,1.0,,80.0,Steven Moreira,100.0,21.0,0.0476,60.0,0.0167,65.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,2.0,181.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Wagner Pina,8,Cabo Verde,DEF,3.8,playing,8,8.0,1,0.0,,,8.0,,80.0,Wagner Pina,100.0,21.0,0.0476,60.0,0.0167,65.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,1.0,0.0,89.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Pico,8,Cabo Verde,DEF,3.7,playing,19,6.3,3,0.3,9.0,1.0,9.0,,80.0,Pico,100.0,15.5,0.0645,45.0,0.0222,45.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,2.0,270.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Kelvin Pires,8,Cabo Verde,DEF,3.6,playing,0,0.0,0,0.0,,,,,80.0,Kelvin Pires,100.0,18.5,0.0541,55.0,0.0182,55.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Sidny Cabral,8,Cabo Verde,DEF,3.5,playing,8,4.0,2,0.2,8.0,0.0,,,80.0,Sidny Lopes Cabral,80.0,13.5,0.0741,37.0,0.027,40.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,1.0,2.0,166.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Diney,8,Cabo Verde,DEF,3.5,playing,18,6.0,3,0.3,9.0,0.0,9.0,,80.0,Diney,100.0,17.0,0.0588,50.0,0.02,50.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,2.0,270.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Ryan Mendes,8,Cabo Verde,FWD,4.9,playing,6,2.0,3,0.1,2.0,2.0,2.0,,80.0,Ryan Mendes,100.0,7.2,0.1389,19.0,0.0526,19.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,2.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Jovane Cabral,8,Cabo Verde,FWD,4.9,playing,2,2.0,1,0.1,2.0,,,,80.0,Jovane Cabral,100.0,7.5,0.1333,20.0,0.05,20.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Dailon Livramento,8,Cabo Verde,FWD,4.9,playing,4,2.0,2,0.1,2.0,,2.0,,80.0,Dailon Livramento,100.0,6.1,0.1639,16.0,0.0625,16.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Nuno da Costa,8,Cabo Verde,FWD,4.7,playing,3,1.0,3,0.0,1.0,1.0,1.0,,80.0,Nuno Da Costa,100.0,7.5,0.1333,20.0,0.05,20.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,3.0,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Garry Rodrigues,8,Cabo Verde,FWD,4.7,playing,2,1.0,2,0.0,,1.0,1.0,,80.0,Garry Rodrigues,100.0,7.5,0.1333,20.0,0.05,20.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,1.0,2.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Willy Semedo,8,Cabo Verde,FWD,4.5,playing,3,1.5,2,0.0,1.0,,2.0,,80.0,Willy Semedo,100.0,7.2,0.1389,19.0,0.0526,19.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Vozinha,8,Cabo Verde,GK,3.9,playing,22,7.3,3,2.7,11.0,1.0,10.0,,80.0,,,150.0,0.0067,,,,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,2.0,2.0,270.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,CJ dos Santos,8,Cabo Verde,GK,3.6,playing,0,0.0,0,0.0,,,,,80.0,,,150.0,0.0067,,,,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Márcio da Rosa,8,Cabo Verde,GK,3.5,playing,0,0.0,0,0.1,,,,,80.0,,,150.0,0.0067,,,,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Telmo Arcanjo,8,Cabo Verde,MID,4.9,playing,5,2.5,2,0.0,1.0,4.0,,,80.0,,,150.0,0.0067,,,,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,1.0,1.0,2.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Deroy Duarte,8,Cabo Verde,MID,4.9,playing,6,2.0,3,0.0,1.0,1.0,4.0,,80.0,Deroy Duarte,100.0,15.5,0.0645,45.0,0.0222,45.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,3.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
