fifa_id,name,squad_id,team,position,price,status,total_points,avg_points,matches_played,percent_selected,round_1_points,round_2_points,round_3_points,round_4_points,next_fixture,betano_matched_name,betano_match_score,anytime_scorer_odd,anytime_scorer_prob,first_scorer_odd,first_scorer_prob,last_scorer_odd,match_home,match_away,is_home,opponent,match_home_win_odd,match_draw_odd,match_away_win_odd,match_btts_prob,match_over_25_odd,match_over_25_prob,match_over_35_odd,team_over_05_odd,team_over_15_odd,team_score_prob,team_score_2_prob,team_cs_prob,team_qualify_odd,team_win2_odd,opp_over_05_odd,opp_score_prob,opp_cs_prob,stat_GS,stat_AS,stat_CS,stat_GC,stat_MP,stat_YC,stat_RC,stat_ST,stat_SB,stat_CC,stat_PS,stat_T,stat_S,stat_SXI,stat_OG,stat_PC,stat_PW,stat_FK,fbref_MP,fbref_Starts,fbref_Min,fbref_90s,fbref_Gls,fbref_Ast,fbref_G+A,fbref_G-PK,fbref_TklW,fbref_Int,fbref_GA,fbref_Saves,fbref_CS,fbref_PKA,fbref_PKsv,fbref_CrdY,fbref_CrdR,fbref_PK,fbref_PKatt,fbref_SoTA,fbref_PKm,fbref_Sh,fbref_SoT,fbref_Fls,fbref_Fld,fbref_Off,fbref_Crs,fbref_OG,fbref_2CrdY,fbref_Save%,fbref_CS%,fbref_GA90,fbref_SoT%,fbref_Sh/90,fbref_SoT/90,fbref_G/Sh,fbref_G/SoT,fbref_Pos,fbref_Squad,fbref_Comp,fbref_Age,fbref_fbref_multi_club,fbref_matched_player,fbref_match_dist
219,Laros Duarte,8,Cabo Verde,MID,5.1,playing,5,1.7,3,0.0,3.0,1.0,1.0,,80.0,Laros Duarte,100.0,14.5,0.069,40.0,0.025,45.0,Argentina,Cabo Verde,False,Argentina,1.17,6.9,19.5,0.3648,1.57,0.5627,2.35,2.37,6.2,0.3796,0.1613,0.148,5.9,16.0,1.06,0.852,0.6204,0.0,0.0,3.0,0.0,99.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Richie Laryea,9,Canada,DEF,3.9,playing,21,5.3,4,1.0,2.0,9.0,1.0,9.0,,Richie Laryea,100.0,14.5,0.069,35.0,0.0286,35.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,3.0,353.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Derek Cornelius,9,Canada,DEF,4.0,playing,12,3.0,4,0.4,2.0,0.0,1.0,9.0,,Derek Cornelius,100.0,14.5,0.069,35.0,0.0286,35.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,3.0,315.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,58,0.6,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,,,,,0.0,0.0,,,"DF,FW",Marseille,fr Ligue 1,27.0,False,Derek Cornelius,0
223,Joel Waterman,9,Canada,DEF,3.7,playing,0,0.0,0,0.1,,,,,,Joel Waterman,100.0,15.5,0.0645,37.0,0.027,37.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Luc De Fougerolles,9,Canada,DEF,3.5,playing,12,3.0,4,0.9,1.0,9.0,1.0,1.0,,Luc De Fougerolles,100.0,18.5,0.0541,45.0,0.0222,50.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,3.0,282.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Jonathan David,9,Canada,FWD,7.0,playing,30,7.5,4,3.7,2.0,24.0,2.0,2.0,,Jonathan David,100.0,3.65,0.274,7.5,0.1333,7.5,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,3.0,1.0,2.0,3.0,331.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,1781,19.8,6,4,10,6,10,6,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0,0.0,41,16,30,26,11,8,0,0,,,,39.0,2.07,0.81,0.15,0.38,FW,Juventus,it Serie A,25.0,True,Jonathan David,0
227,Cyle Larin,9,Canada,FWD,6.2,playing,21,7.0,3,0.2,8.0,13.0,0.0,,,Cyle Larin,100.0,4.25,0.2353,9.0,0.1111,9.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,2.0,1.0,2.0,2.0,162.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Tajon Buchanan,9,Canada,FWD,5.5,playing,13,3.3,4,0.1,2.0,7.0,2.0,2.0,,Tajon Buchanan,100.0,5.4,0.1852,11.5,0.087,11.75,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,1.0,2.0,3.0,294.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,34,21,1819,20.2,7,1,8,7,19,22,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0.0,0.0,27,11,18,36,8,33,0,0,,,,40.7,1.34,0.54,0.26,0.64,MF,Villarreal,es La Liga,26.0,False,Tajon Buchanan,0
229,Liam Millar,9,Canada,FWD,5.1,playing,4,1.3,3,0.0,2.0,,0.0,2.0,,Liam Millar,100.0,6.1,0.1639,13.0,0.0769,13.5,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,1.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Tani Oluwaseyi,9,Canada,FWD,4.9,playing,7,1.8,4,0.1,2.0,1.0,1.0,3.0,,Tani Oluwaseyi,100.0,4.25,0.2353,9.0,0.1111,9.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,3.0,1.0,197.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27,9,901,10.0,2,2,4,2,5,1,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,16,7,11,8,10,3,0,0,,,,43.8,1.6,0.7,0.13,0.29,FW,Villarreal,es La Liga,25.0,False,Tani Oluwaseyi,0
235,Maxime Crépeau,9,Canada,GK,4.0,playing,19,4.8,4,5.1,2.0,9.0,1.0,7.0,,,,150.0,0.0067,,,,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,3.0,360.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Dayne St. Clair,9,Canada,GK,3.8,playing,0,0.0,0,0.1,,,,,,,,150.0,0.0067,,,,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Owen Goodman,9,Canada,GK,3.5,playing,0,0.0,0,0.5,,,,,,,,150.0,0.0067,,,,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Ali Ahmed,9,Canada,MID,4.9,playing,10,3.3,3,0.1,1.0,8.0,1.0,,,Ali Ahmed,100.0,6.4,0.1562,14.0,0.0714,14.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,1.0,2.0,2.0,158.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Niko Sigur,9,Canada,MID,4.9,playing,1,0.5,2,0.0,,1.0,,0.0,,Niko Sigur,100.0,11.0,0.0909,25.0,0.04,26.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,2.0,0.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Nathan Saliba,9,Canada,MID,5.1,playing,21,7.0,3,2.7,,13.0,7.0,1.0,,Nathan-Dylan Saliba,81.25,8.5,0.1176,19.0,0.0526,19.5,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,1.0,2.0,2.0,2.0,182.0,1.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Mathieu Choinière,9,Canada,MID,5.3,playing,1,1.0,1,0.0,,,1.0,,,Mathieu Choinière,100.0,9.75,0.1026,22.0,0.0455,23.0,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,0.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Jonathan Osorio,9,Canada,MID,5.6,playing,1,1.0,1,0.0,1.0,,,,,Jonathan Osorio,100.0,6.1,0.1639,13.0,0.0769,13.5,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Ismaël Koné,9,Canada,MID,6.0,injured,3,1.5,2,0.2,2.0,1.0,,,,,,150.0,0.0067,,,,Canada,Morocco,True,Morocco,4.8,3.4,1.75,0.4635,2.07,0.4282,3.4,1.62,3.65,0.5549,0.274,0.2569,2.62,4.5,1.21,0.7431,0.4451,0.0,0.0,1.0,1.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35,33,2737,30.4,6,0,6,6,18,12,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0.0,0.0,23,10,25,54,0,5,0,1,,,,43.5,0.76,0.33,0.26,0.6,MF,Sassuolo,it Serie A,23.0,False,Ismaël Koné,0
246,Kevin Castaño,10,Colombia,MID,4.3,playing,2,1.0,2,0.2,1.0,,1.0,,86.0,Kevin Castaño,100.0,6.9,0.1449,15.5,0.0645,16.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Richard Ríos,10,Colombia,MID,4.7,playing,3,1.0,3,0.4,1.0,1.0,1.0,,86.0,Richard Ríos,100.0,6.9,0.1449,15.5,0.0645,16.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,3.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Daniel Muñoz,10,Colombia,DEF,4.6,playing,24,8.0,3,16.8,9.0,14.0,1.0,,86.0,Daniel Muñoz,100.0,5.4,0.1852,12.0,0.0833,12.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,2.0,0.0,2.0,1.0,183.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29,2399,26.7,4,3,7,4,48,24,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,26,12,34,18,8,62,0,0,,,,46.2,0.98,0.45,0.15,0.33,MF,Crystal Palace,eng Premier League,29.0,False,Daniel Muñoz,0
249,Jhon Lucumí,10,Colombia,DEF,4.3,playing,19,6.3,3,0.3,2.0,8.0,9.0,,86.0,Jhon Lucumí,100.0,11.25,0.0889,26.0,0.0385,27.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,270.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,26,2287,25.4,1,0,1,1,22,30,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0.0,0.0,8,2,23,19,1,1,0,0,,,,25.0,0.31,0.08,0.13,0.5,DF,Bologna,it Serie A,27.0,True,Jhon Lucumí,0
250,Dávinson Sánchez,10,Colombia,DEF,4.3,playing,20,6.7,3,1.9,2.0,9.0,9.0,,86.0,Davinson Sánchez,100.0,9.25,0.1081,21.0,0.0476,22.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,270.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Déiver Machado,10,Colombia,DEF,3.9,playing,9,9.0,1,0.1,,,9.0,,86.0,Deiver Machado,100.0,7.6,0.1316,17.5,0.0571,17.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19,16,1180,13.1,0,1,1,0,17,11,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0.0,0.0,13,2,25,28,4,26,0,0,,,,14.3,0.69,0.1,0.0,0.0,"DF,MF",Nantes / Lens,fr Ligue 1,31.0,False,Deiver Machado,0
252,Johan Mojica,10,Colombia,DEF,3.9,playing,8,4.0,2,1.7,1.0,7.0,,,86.0,Johan Mojica,100.0,9.25,0.1081,21.0,0.0476,22.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,1.0,1.0,180.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35,30,2724,30.3,0,4,4,0,30,24,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0.0,0.0,17,2,29,30,2,133,0,0,,,,11.8,0.56,0.07,0.0,0.0,DF,Mallorca,es La Liga,32.0,False,Johan Mojica,0
253,Santiago Arias,10,Colombia,DEF,3.9,playing,9,9.0,1,0.1,,,9.0,,86.0,Santiago Arias,100.0,11.25,0.0889,26.0,0.0385,27.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Luis Díaz,10,Colombia,MID,8.1,playing,17,5.7,3,15.7,11.0,3.0,3.0,,86.0,Luis Díaz,100.0,2.42,0.4132,4.7,0.2128,4.7,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,1.0,1.0,2.0,1.0,269.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,27,2447,27.2,15,14,29,15,13,17,0.0,0.0,0.0,0.0,0.0,7,1,0,0,0.0,0.0,88,37,35,38,26,45,0,1,,,,42.0,3.24,1.36,0.17,0.41,MF,Bayern Munich,de Bundesliga,28.0,False,Luis Díaz,0
257,Jhon Córdoba,10,Colombia,FWD,6.1,playing,3,1.5,2,0.1,,1.0,2.0,,86.0,Jhon Córdoba,100.0,2.52,0.3968,5.0,0.2,5.0,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,0.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Luis Suárez,10,Colombia,FWD,5.7,playing,4,1.3,3,0.9,2.0,1.0,1.0,,86.0,Luis Suárez,100.0,2.42,0.4132,4.7,0.2128,4.7,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Andrés Gómez,10,Colombia,FWD,4.9,playing,1,1.0,1,0.1,1.0,,,,86.0,Andres Gomez,100.0,3.2,0.3125,6.7,0.1493,6.7,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Camilo Vargas,10,Colombia,GK,4.3,playing,18,6.0,3,3.9,2.0,7.0,9.0,,86.0,,,150.0,0.0067,,,,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,David Ospina,10,Colombia,GK,4.0,playing,0,0.0,0,0.7,,,,,86.0,,,150.0,0.0067,,,,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Álvaro Montero,10,Colombia,GK,3.8,playing,0,0.0,0,0.1,,,,,86.0,,,150.0,0.0067,,,,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Jefferson Lerma,10,Colombia,MID,4.9,playing,7,2.3,3,0.2,2.0,2.0,3.0,,86.0,Jefferson Lerma,100.0,7.9,0.1266,18.0,0.0556,18.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,240.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,18,1733,19.3,0,2,2,0,18,25,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0.0,0.0,19,7,25,24,0,12,2,0,,,,36.8,0.99,0.36,0.0,0.0,"MF,DF",Crystal Palace,eng Premier League,30.0,False,Jefferson Lerma,0
266,Gustavo Puerta,10,Colombia,MID,5.3,playing,12,4.0,3,0.1,7.0,3.0,2.0,,86.0,Gustavo Puerta,100.0,5.1,0.1961,11.25,0.0889,11.25,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,1.0,2.0,1.0,260.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Juan Fernando Quintero,10,Colombia,MID,5.6,playing,5,2.5,2,0.1,,4.0,1.0,,86.0,Juan Quintero,100.0,3.9,0.2564,8.5,0.1176,8.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,1.0,2.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Jaminton Campaz,10,Colombia,MID,5.5,playing,9,9.0,1,0.0,9.0,,,,86.0,Jaminton Campaz,100.0,3.8,0.2632,8.0,0.125,8.25,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,1.0,0.0,1.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Jhon Arias,10,Colombia,MID,6.3,playing,10,3.3,3,0.2,2.0,4.0,4.0,,86.0,Jhon Arias,100.0,4.3,0.2326,9.25,0.1081,9.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,242.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,23,14,1124,12.5,1,0,1,1,27,7,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,16,3,26,9,3,30,0,0,,,,18.8,1.28,0.24,0.06,0.33,"FW,MF",Wolves,eng Premier League,27.0,False,Jhon Arias,0
270,James Rodríguez,10,Colombia,MID,6.5,playing,6,2.0,3,1.9,2.0,1.0,3.0,,86.0,James Rodríguez,100.0,3.55,0.2817,7.5,0.1333,7.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,2.0,1.0,206.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Jorge Carrascal,10,Colombia,MID,6.1,playing,0,0.0,0,0.0,,,,,86.0,Jorge Carrascal,100.0,3.9,0.2564,8.5,0.1176,8.5,Colombia,Ghana,True,Ghana,1.5,4.15,7.3,0.4215,2.02,0.4373,3.25,1.16,1.75,0.7752,0.5714,,1.22,1.45,,,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Aaron Wan-Bissaka,11,Congo DR,DEF,4.3,playing,6,2.0,3,0.6,2.0,2.0,2.0,,83.0,Aaron Wan-Bissaka,100.0,24.0,0.0417,65.0,0.0154,70.0,England,Congo DR,False,England,1.27,5.4,13.5,0.3584,1.85,0.4789,2.95,2.32,6.1,0.3879,0.1639,0.1803,4.8,12.0,1.1,0.8197,0.6121,0.0,0.0,0.0,3.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25,23,2081,23.1,0,2,2,0,24,41,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0.0,0.0,0,0,23,12,1,43,0,0,,,,,0.0,0.0,,,"DF,MF",West Ham United,eng Premier League,27.0,False,Aaron Wan-Bissaka,0
